Order [timestamp=2017-10-05T10:00:44, broker=Ameriprise Financial, sequenceId=2, type=K, symbol=LGHT, quantity=800, price=98.765, side=Sell]
Order [timestamp=2017-10-05T10:35:05, broker=Wells Fargo Advisors, sequenceId=71, type=2, symbol=BRIC, quantity=400, price=30.71, side=Sell]
Order [timestamp=2017-10-05T10:36:22, broker=Wells Fargo Advisors, sequenceId=72, type=2, symbol=YLLW, quantity=550, price=11.205, side=Sell]
Order [timestamp=2017-10-05T10:37:05, broker=Wells Fargo Advisors, sequenceId=73, type=2, symbol=HOOF, quantity=600, price=39.2, side=Sell]
Order [timestamp=2017-10-05T10:38:33, broker=Wells Fargo Advisors, sequenceId=75, type=2, symbol=LOUD, quantity=200, price=10.95, side=Sell]
Order [timestamp=2017-10-05T10:38:57, broker=Wells Fargo Advisors, sequenceId=76, type=2, symbol=YLLW, quantity=200, price=11.3, side=Sell]
Order [timestamp=2017-10-05T10:39:09, broker=Wells Fargo Advisors, sequenceId=77, type=2, symbol=BRIC, quantity=460, price=30.705, side=Sell]
Order [timestamp=2017-10-05T10:40:01, broker=Wells Fargo Advisors, sequenceId=79, type=2, symbol=BARK, quantity=100, price=1.19, side=Sell]
Order [timestamp=2017-10-05T10:41:51, broker=Wells Fargo Advisors, sequenceId=81, type=2, symbol=BARK, quantity=400, price=88.3, side=Buy]
Order [timestamp=2017-10-05T10:42:01, broker=Wells Fargo Advisors, sequenceId=82, type=2, symbol=GLOO, quantity=500, price=40.01, side=Sell]
Order [timestamp=2017-10-05T10:43:16, broker=Wells Fargo Advisors, sequenceId=83, type=2, symbol=LGHT, quantity=500, price=98.77, side=Sell]
Order [timestamp=2017-10-05T10:44:29, broker=Wells Fargo Advisors, sequenceId=84, type=2, symbol=BARK, quantity=100, price=1.19, side=Sell]
Order [timestamp=2017-10-05T10:46:22, broker=Wells Fargo Advisors, sequenceId=86, type=K, symbol=LGHT, quantity=800, price=98.765, side=Sell]
Order [timestamp=2017-10-05T10:47:01, broker=Wells Fargo Advisors, sequenceId=87, type=2, symbol=CARD, quantity=8000, price=6.555, side=Buy]
Order [timestamp=2017-10-05T10:49:12, broker=Wells Fargo Advisors, sequenceId=88, type=2, symbol=BRIC, quantity=1400, price=30.7, side=Sell]
Order [timestamp=2017-10-05T10:50:24, broker=Wells Fargo Advisors, sequenceId=89, type=2, symbol=CARD, quantity=100, price=6.65, side=Buy]
Order [timestamp=2017-10-05T10:51:06, broker=Wells Fargo Advisors, sequenceId=90, type=2, symbol=CARD, quantity=200, price=6.68, side=Buy]
Order [timestamp=2017-10-05T10:52:52, broker=Wells Fargo Advisors, sequenceId=91, type=K, symbol=HOOF, quantity=200, price=76.48, side=Sell]
Order [timestamp=2017-10-05T10:53:20, broker=Wells Fargo Advisors, sequenceId=92, type=2, symbol=YLLW, quantity=100000, price=11.1, side=Sell]
Order [timestamp=2017-10-05T10:55:10, broker=Wells Fargo Advisors, sequenceId=93, type=2, symbol=KRIL, quantity=30, price=6.03, side=Buy]
Order [timestamp=2017-10-05T10:55:39, broker=Wells Fargo Advisors, sequenceId=94, type=K, symbol=YLLW, quantity=1560, price=10.8, side=Buy]
Order [timestamp=2017-10-05T10:56, broker=Wells Fargo Advisors, sequenceId=95, type=2, symbol=VELL, quantity=100, price=12, side=Sell]
Order [timestamp=2017-10-05T10:57:50, broker=Wells Fargo Advisors, sequenceId=96, type=2, symbol=CARD, quantity=100, price=6.65, side=Buy]
Order [timestamp=2017-10-05T10:57:54, broker=Wells Fargo Advisors, sequenceId=97, type=2, symbol=CARD, quantity=200, price=6.68, side=Buy]
Order [timestamp=2017-10-05T10:58:50, broker=Wells Fargo Advisors, sequenceId=98, type=2, symbol=YLLW, quantity=400, price=11.105, side=Sell]
Order [timestamp=2017-10-05T10:59:40, broker=Wells Fargo Advisors, sequenceId=99, type=K, symbol=VELL, quantity=200, price=140.005, side=Buy]
Order [timestamp=2017-10-05T10:59:59, broker=Wells Fargo Advisors, sequenceId=100, type=2, symbol=HOOF, quantity=100, price=39.12, side=Sell]
Order [timestamp=2017-10-05T10:25:45, broker=Transamerica Financial, sequenceId=1, type=2, symbol=BARK, quantity=100, price=1.195, side=Buy]
Order [timestamp=2017-10-05T10:00:11, broker=TD Ameritrade, sequenceId=1, type=K, symbol=LOUD, quantity=200, price=10.95, side=Buy]
Order [timestamp=2017-10-05T10:00:43, broker=TD Ameritrade, sequenceId=3, type=2, symbol=GLOO, quantity=500, price=40.01, side=Sell]
Order [timestamp=2017-10-05T10:00:45, broker=TD Ameritrade, sequenceId=2, type=K, symbol=HOOF, quantity=200, price=76.48, side=Sell]
Order [timestamp=2017-10-05T10:01:58, broker=TD Ameritrade, sequenceId=4, type=2, symbol=LGHT, quantity=500, price=98.77, side=Sell]
Order [timestamp=2017-10-05T10:02:02, broker=TD Ameritrade, sequenceId=5, type=2, symbol=BARK, quantity=100, price=1.19, side=Sell]
Order [timestamp=2017-10-05T10:03:33, broker=TD Ameritrade, sequenceId=7, type=2, symbol=BARK, quantity=400, price=88.3, side=Buy]
Order [timestamp=2017-10-05T10:04:15, broker=TD Ameritrade, sequenceId=8, type=2, symbol=CARD, quantity=8000, price=6.555, side=Buy]
Order [timestamp=2017-10-05T10:05:11, broker=TD Ameritrade, sequenceId=9, type=K, symbol=YLLW, quantity=1560, price=10.8, side=Buy]
Order [timestamp=2017-10-05T10:05:24, broker=TD Ameritrade, sequenceId=10, type=2, symbol=CARD, quantity=100, price=6.65, side=Buy]
Order [timestamp=2017-10-05T10:06:06, broker=TD Ameritrade, sequenceId=11, type=K, symbol=YLLW, quantity=200, price=11, side=Buy]
Order [timestamp=2017-10-05T10:06:58, broker=TD Ameritrade, sequenceId=12, type=K, symbol=LGHT, quantity=800, price=98.765, side=Sell]
Order [timestamp=2017-10-05T10:07:11, broker=TD Ameritrade, sequenceId=13, type=2, symbol=BRIC, quantity=400, price=30.71, side=Sell]
Order [timestamp=2017-10-05T10:09:04, broker=TD Ameritrade, sequenceId=14, type=K, symbol=LGHT, quantity=100, price=98.78, side=Buy]
Order [timestamp=2017-10-05T10:10:45, broker=TD Ameritrade, sequenceId=15, type=2, symbol=YLLW, quantity=600, price=11.11, side=Sell]
Order [timestamp=2017-10-05T10:11:02, broker=TD Ameritrade, sequenceId=16, type=2, symbol=LGHT, quantity=100, price=140.05, side=Buy]
Order [timestamp=2017-10-05T10:11:51, broker=TD Ameritrade, sequenceId=17, type=2, symbol=LOUD, quantity=400, price=10.96, side=Sell]
Order [timestamp=2017-10-05T10:12:21, broker=TD Ameritrade, sequenceId=18, type=2, symbol=YLLW, quantity=200, price=11.3, side=Sell]
Order [timestamp=2017-10-05T10:14:01, broker=TD Ameritrade, sequenceId=19, type=2, symbol=BARK, quantity=100, price=1.19, side=Sell]
Order [timestamp=2017-10-05T10:17:03, broker=TD Ameritrade, sequenceId=21, type=K, symbol=HOOF, quantity=200, price=76.48, side=Sell]
Order [timestamp=2017-10-05T10:18:05, broker=TD Ameritrade, sequenceId=22, type=2, symbol=YLLW, quantity=550, price=11.205, side=Sell]
Order [timestamp=2017-10-05T10:19:35, broker=TD Ameritrade, sequenceId=23, type=K, symbol=GLOO, quantity=200, price=140.005, side=Buy]
Order [timestamp=2017-10-05T10:19:45, broker=TD Ameritrade, sequenceId=24, type=2, symbol=YLLW, quantity=400, price=11.105, side=Sell]
Order [timestamp=2017-10-05T10:20:01, broker=TD Ameritrade, sequenceId=25, type=K, symbol=LGHT, quantity=400, price=140, side=Buy]
Order [timestamp=2017-10-05T10:21:01, broker=TD Ameritrade, sequenceId=26, type=K, symbol=BRIC, quantity=200, price=30.71, side=Sell]
Order [timestamp=2017-10-05T10:23:01, broker=TD Ameritrade, sequenceId=28, type=2, symbol=HOOF, quantity=100, price=39.12, side=Sell]
Order [timestamp=2017-10-05T10:32:11, broker=TD Ameritrade, sequenceId=29, type=K, symbol=BRIC, quantity=200, price=30.71, side=Sell]
Order [timestamp=2017-10-05T10:33:22, broker=TD Ameritrade, sequenceId=30, type=2, symbol=LOUD, quantity=200, price=10.95, side=Sell]
Order [timestamp=2017-10-05T10:33:42, broker=TD Ameritrade, sequenceId=31, type=2, symbol=KRIL, quantity=300, price=6.08, side=Buy]
Order [timestamp=2017-10-05T10:34:01, broker=TD Ameritrade, sequenceId=32, type=K, symbol=YLLW, quantity=200, price=11, side=Buy]
Order [timestamp=2017-10-05T10:35:05, broker=TD Ameritrade, sequenceId=34, type=K, symbol=HOOF, quantity=100, price=39.11, side=Buy]
Order [timestamp=2017-10-05T10:40:01, broker=TD Ameritrade, sequenceId=35, type=K, symbol=LGHT, quantity=100, price=98.78, side=Buy]
Order [timestamp=2017-10-05T10:40:41, broker=TD Ameritrade, sequenceId=36, type=2, symbol=HOOF, quantity=500, price=39.13, side=Sell]
Order [timestamp=2017-10-05T10:41:51, broker=TD Ameritrade, sequenceId=37, type=K, symbol=LGHT, quantity=400, price=140, side=Buy]
Order [timestamp=2017-10-05T10:42:01, broker=TD Ameritrade, sequenceId=38, type=K, symbol=BRIC, quantity=300, price=30.705, side=Sell]
Order [timestamp=2017-10-05T10:43:11, broker=TD Ameritrade, sequenceId=39, type=2, symbol=HOOF, quantity=600, price=39.2, side=Sell]
Order [timestamp=2017-10-05T10:44:24, broker=TD Ameritrade, sequenceId=40, type=K, symbol=LGHT, quantity=100, price=98.78, side=Buy]
Order [timestamp=2017-10-05T10:45:03, broker=TD Ameritrade, sequenceId=41, type=2, symbol=HOOF, quantity=500, price=39.13, side=Sell]
Order [timestamp=2017-10-05T10:46:03, broker=TD Ameritrade, sequenceId=42, type=K, symbol=LGHT, quantity=100, price=140.1, side=Sell]
Order [timestamp=2017-10-05T10:47:07, broker=TD Ameritrade, sequenceId=43, type=K, symbol=BRIC, quantity=200, price=30.71, side=Sell]
Order [timestamp=2017-10-05T10:49:11, broker=TD Ameritrade, sequenceId=44, type=2, symbol=LOUD, quantity=200, price=10.95, side=Sell]
Order [timestamp=2017-10-05T10:50:29, broker=TD Ameritrade, sequenceId=45, type=2, symbol=GLOO, quantity=100, price=40.02, side=Buy]
Order [timestamp=2017-10-05T10:51:12, broker=TD Ameritrade, sequenceId=46, type=2, symbol=CARD, quantity=200, price=6.855, side=Sell]
Order [timestamp=2017-10-05T10:52:05, broker=TD Ameritrade, sequenceId=47, type=2, symbol=LGHT, quantity=100, price=140.05, side=Buy]
Order [timestamp=2017-10-05T10:54:11, broker=TD Ameritrade, sequenceId=48, type=K, symbol=HOOF, quantity=100, price=39.11, side=Buy]
Order [timestamp=2017-10-05T10:55:46, broker=TD Ameritrade, sequenceId=49, type=2, symbol=YLLW, quantity=200, price=11.3, side=Sell]
Order [timestamp=2017-10-05T10:00:08, broker=LPL Financial, sequenceId=1, type=K, symbol=LGHT, quantity=600, price=140.005, side=Sell]
Order [timestamp=2017-10-05T10:00:48, broker=LPL Financial, sequenceId=2, type=K, symbol=BRIC, quantity=300, price=30.705, side=Sell]
Order [timestamp=2017-10-05T10:00:51, broker=LPL Financial, sequenceId=3, type=2, symbol=KRIL, quantity=30, price=6.03, side=Buy]
Order [timestamp=2017-10-05T10:01:52, broker=LPL Financial, sequenceId=4, type=K, symbol=YLLW, quantity=1560, price=10.8, side=Buy]
Order [timestamp=2017-10-05T10:02:05, broker=LPL Financial, sequenceId=5, type=2, symbol=CARD, quantity=200, price=6.68, side=Buy]
Order [timestamp=2017-10-05T10:02:24, broker=LPL Financial, sequenceId=6, type=K, symbol=BRIC, quantity=5000, price=30.7, side=Sell]
Order [timestamp=2017-10-05T10:03:20, broker=LPL Financial, sequenceId=7, type=2, symbol=YLLW, quantity=100000, price=11.1, side=Sell]
Order [timestamp=2017-10-05T10:04:09, broker=LPL Financial, sequenceId=8, type=2, symbol=YLLW, quantity=550, price=11.205, side=Sell]
Order [timestamp=2017-10-05T10:05:11, broker=LPL Financial, sequenceId=9, type=2, symbol=HOOF, quantity=100, price=39.12, side=Sell]
Order [timestamp=2017-10-05T10:05:24, broker=LPL Financial, sequenceId=10, type=2, symbol=HOOF, quantity=500, price=39.13, side=Sell]
Order [timestamp=2017-10-05T10:06:06, broker=LPL Financial, sequenceId=11, type=K, symbol=LGHT, quantity=400, price=140, side=Buy]
Order [timestamp=2017-10-05T10:06:58, broker=LPL Financial, sequenceId=12, type=2, symbol=CARD, quantity=700, price=6.9, side=Sell]
Order [timestamp=2017-10-05T10:07:11, broker=LPL Financial, sequenceId=13, type=2, symbol=HOOF, quantity=600, price=39.2, side=Sell]
Order [timestamp=2017-10-05T10:09:04, broker=LPL Financial, sequenceId=14, type=2, symbol=KRIL, quantity=300, price=6.08, side=Buy]
Order [timestamp=2017-10-05T10:10:45, broker=LPL Financial, sequenceId=15, type=K, symbol=HOOF, quantity=150, price=39.1, side=Buy]
Order [timestamp=2017-10-05T10:11:02, broker=LPL Financial, sequenceId=16, type=2, symbol=BARK, quantity=400, price=88.3, side=Buy]
Order [timestamp=2017-10-05T10:11:51, broker=LPL Financial, sequenceId=17, type=2, symbol=BRIC, quantity=400, price=30.71, side=Sell]
Order [timestamp=2017-10-05T10:12:21, broker=LPL Financial, sequenceId=18, type=2, symbol=BRIC, quantity=900, price=30.69, side=Buy]
Order [timestamp=2017-10-05T10:14:01, broker=LPL Financial, sequenceId=19, type=2, symbol=CARD, quantity=200, price=6.68, side=Buy]
Order [timestamp=2017-10-05T10:15:02, broker=LPL Financial, sequenceId=20, type=K, symbol=BRIC, quantity=5000, price=30.7, side=Sell]
Order [timestamp=2017-10-05T10:17:03, broker=LPL Financial, sequenceId=21, type=K, symbol=BRIC, quantity=300, price=30.705, side=Sell]
Order [timestamp=2017-10-05T10:18:05, broker=LPL Financial, sequenceId=22, type=2, symbol=LOUD, quantity=200, price=10.95, side=Sell]
Order [timestamp=2017-10-05T10:19:35, broker=LPL Financial, sequenceId=23, type=2, symbol=GLOO, quantity=100, price=40.02, side=Buy]
Order [timestamp=2017-10-05T10:19:45, broker=LPL Financial, sequenceId=24, type=2, symbol=CARD, quantity=200, price=6.855, side=Sell]
Order [timestamp=2017-10-05T10:20:01, broker=LPL Financial, sequenceId=25, type=K, symbol=BARK, quantity=100, price=1.19, side=Buy]
Order [timestamp=2017-10-05T10:21:01, broker=LPL Financial, sequenceId=26, type=2, symbol=LOUD, quantity=400, price=10.96, side=Sell]
Order [timestamp=2017-10-05T10:22:14, broker=LPL Financial, sequenceId=27, type=2, symbol=BRIC, quantity=460, price=30.705, side=Sell]
Order [timestamp=2017-10-05T10:23:01, broker=LPL Financial, sequenceId=28, type=K, symbol=KRIL, quantity=500, price=6.075, side=Buy]
Order [timestamp=2017-10-05T10:32:11, broker=LPL Financial, sequenceId=29, type=2, symbol=LOUD, quantity=400, price=10.96, side=Sell]
Order [timestamp=2017-10-05T10:33:22, broker=LPL Financial, sequenceId=30, type=2, symbol=LGHT, quantity=500, price=98.77, side=Sell]
Order [timestamp=2017-10-05T10:33:42, broker=LPL Financial, sequenceId=31, type=2, symbol=VELL, quantity=100, price=12, side=Sell]
Order [timestamp=2017-10-05T10:33:51, broker=LPL Financial, sequenceId=32, type=2, symbol=YLLW, quantity=400, price=11.105, side=Sell]
Order [timestamp=2017-10-05T10:40:01, broker=LPL Financial, sequenceId=35, type=2, symbol=KRIL, quantity=300, price=6.08, side=Buy]
Order [timestamp=2017-10-05T10:40:41, broker=LPL Financial, sequenceId=36, type=2, symbol=CARD, quantity=200, price=6.855, side=Sell]
Order [timestamp=2017-10-05T10:41:51, broker=LPL Financial, sequenceId=37, type=K, symbol=BARK, quantity=100, price=1.19, side=Buy]
Order [timestamp=2017-10-05T10:42:01, broker=LPL Financial, sequenceId=38, type=K, symbol=HOOF, quantity=100, price=39.11, side=Buy]
Order [timestamp=2017-10-05T10:43:14, broker=LPL Financial, sequenceId=39, type=2, symbol=YLLW, quantity=200, price=11.3, side=Sell]
Order [timestamp=2017-10-05T10:44:27, broker=LPL Financial, sequenceId=40, type=2, symbol=KRIL, quantity=300, price=6.08, side=Buy]
Order [timestamp=2017-10-05T10:45:08, broker=LPL Financial, sequenceId=41, type=2, symbol=CARD, quantity=200, price=6.855, side=Sell]
Order [timestamp=2017-10-05T10:47:05, broker=LPL Financial, sequenceId=43, type=2, symbol=LOUD, quantity=400, price=10.96, side=Sell]
Order [timestamp=2017-10-05T10:49:16, broker=LPL Financial, sequenceId=44, type=2, symbol=LGHT, quantity=500, price=98.77, side=Sell]
Order [timestamp=2017-10-05T10:50:26, broker=LPL Financial, sequenceId=45, type=2, symbol=BARK, quantity=100, price=1.19, side=Sell]
Order [timestamp=2017-10-05T10:51:20, broker=LPL Financial, sequenceId=46, type=K, symbol=LOUD, quantity=200, price=10.95, side=Buy]
Order [timestamp=2017-10-05T10:52:10, broker=LPL Financial, sequenceId=47, type=2, symbol=BARK, quantity=400, price=88.3, side=Buy]
Order [timestamp=2017-10-05T10:54:08, broker=LPL Financial, sequenceId=48, type=2, symbol=CARD, quantity=8000, price=6.555, side=Buy]
Order [timestamp=2017-10-05T10:55:40, broker=LPL Financial, sequenceId=49, type=2, symbol=BRIC, quantity=900, price=30.69, side=Buy]
Order [timestamp=2017-10-05T10:55:52, broker=LPL Financial, sequenceId=50, type=K, symbol=KRIL, quantity=500, price=6.075, side=Buy]
